,name,rating,reviews,type,hq,old,employees
8344,HDFC Bank,4.0,10.8k Reviews,Public,Mumbai + 689 more,26 years old,10000+ employees
8345,Infosys,3.9,10.8k Reviews,Public,Bangalore + 64 more,39 years old,10000+ employees
8346,L&T,4.1,10.2k Reviews,Public,Mumbai + 333 more,82 years old,10000+ employees
8347,Capgemini,3.3,9.6k Reviews,Private,Paris + 42 more,53 years old,10000+ employees
8348,Tech Mahindra,3.5,9.1k Reviews,Public,Pune + 138 more,34 years old,10000+ employees
8349,HCL Technologies,3.7,8.7k Reviews,Public,Noida + 106 more,14 years old,10000+ employees
8350,Tata Motors,4.1,8.3k Reviews,Public,Pune + 336 more,75 years old,10000+ employees
8351,IBM,4.0,8.2k Reviews,Private,New York + 69 more,109 years old,10000+ employees
8352,Reliance jio,4.0,7.9k Reviews,Public,Navi Mumbai + 587 more,10 years old,10000+ employees
8353,Genpact,4.0,7.6k Reviews,Private,New York + 31 more,23 years old,10000+ employees
8354,Axis Bank,4.0,7.6k Reviews,Public,Mumbai + 642 more,27 years old,10000+ employees
8355,Wipro,3.8,6.5k Reviews,Public,Bangalore + 115 more,75 years old,10000+ employees
8356,Concentrix Daksh Service...,4.0,6.2k Reviews,New Delhi + 35 more,21 years old,10000+ employees,
8357,Vodafone,4.3,5.9k Reviews,Public,Berkshire + 366 more,38 years old,10000+ employees
8358,HDB Financial Services,4.0,5.5k Reviews,Private,Ahmedabad + 433 more,13 years old,10000+ employees
8359,Bharti Airtel,4.2,5.4k Reviews,Public,New Delhi + 339 more,25 years old,10000+ employees
8360,Kotak Mahindra Bank,3.8,5.1k Reviews,Public,Mumbai + 344 more,17 years old,10000+ employees
8361,Amazon,4.2,4.8k Reviews,Private,Washington + 156 more,26 years old,10000+ employees
8362,Reliance,4.2,4.6k Reviews,Public,Mumbai + 206 more,54 years old,10000+ employees
8363,Hinduja Global Solutions,3.9,4.1k Reviews,Public,Bangalore + 73 more,20 years old,10000+ employees
8364,Bajaj Finserv,4.1,3.8k Reviews,Public,Pune + 450 more,13 years old,10000+ employees
8365,IndusInd Bank,3.6,3.7k Reviews,Public,Mumbai + 354 more,26 years old,10000+ employees
8366,Samsung,4.2,3.5k Reviews,Private,Seoul + 286 more,82 years old,10000+ employees
8367,Indian Army,4.7,3.4k Reviews,Govt agency,New Delhi + 192 more,125 years old,10000+ employees
8368,Mahindra & Mahindra,4.3,3.2k Reviews,Public,Mumbai + 275 more,75 years old,10000+ employees
8369,Ericsson,4.1,3.1k Reviews,Private,Stockholm + 110 more,144 years old,10000+ employees
8370,TCS,3.9,16.1k Reviews,Public,Mumbai + 156 more,52 years old,10000+ employees
8371,Accenture,4.0,14.1k Reviews,Private,Dublin + 87 more,31 years old,10000+ employees
8372,ICICI Bank,4.1,12.7k Reviews,Public,Mumbai + 724 more,26 years old,10000+ employees
8373,Cognizant,3.9,12.1k Reviews,Private,Teaneck + 44 more,26 years old,10000+ employees
8374,HDFC Bank,4.0,10.8k Reviews,Public,Mumbai + 689 more,26 years old,10000+ employees
8375,Infosys,3.9,10.8k Reviews,Public,Bangalore + 64 more,39 years old,10000+ employees
8376,L&T,4.1,10.2k Reviews,Public,Mumbai + 333 more,82 years old,10000+ employees
8377,Capgemini,3.3,9.6k Reviews,Private,Paris + 42 more,53 years old,10000+ employees
8378,Tech Mahindra,3.5,9.1k Reviews,Public,Pune + 138 more,34 years old,10000+ employees
8379,HCL Technologies,3.7,8.7k Reviews,Public,Noida + 106 more,14 years old,10000+ employees
8380,Tata Motors,4.1,8.3k Reviews,Public,Pune + 336 more,75 years old,10000+ employees
8381,IBM,4.0,8.2k Reviews,Private,New York + 69 more,109 years old,10000+ employees
8382,Reliance jio,4.0,7.9k Reviews,Public,Navi Mumbai + 587 more,10 years old,10000+ employees
8383,Genpact,4.0,7.6k Reviews,Private,New York + 31 more,23 years old,10000+ employees
8384,Axis Bank,4.0,7.6k Reviews,Public,Mumbai + 642 more,27 years old,10000+ employees
8385,Wipro,3.8,6.5k Reviews,Public,Bangalore + 115 more,75 years old,10000+ employees
8386,Concentrix Daksh Service...,4.0,6.2k Reviews,New Delhi + 35 more,21 years old,10000+ employees,
8387,Vodafone,4.3,5.9k Reviews,Public,Berkshire + 366 more,38 years old,10000+ employees
8388,HDB Financial Services,4.0,5.5k Reviews,Private,Ahmedabad + 433 more,13 years old,10000+ employees
8389,Bharti Airtel,4.2,5.4k Reviews,Public,New Delhi + 339 more,25 years old,10000+ employees
8390,Kotak Mahindra Bank,3.8,5.1k Reviews,Public,Mumbai + 344 more,17 years old,10000+ employees
8391,Amazon,4.2,4.8k Reviews,Private,Washington + 156 more,26 years old,10000+ employees
8392,Reliance,4.2,4.6k Reviews,Public,Mumbai + 206 more,54 years old,10000+ employees
8393,Hinduja Global Solutions,3.9,4.1k Reviews,Public,Bangalore + 73 more,20 years old,10000+ employees
8394,Bajaj Finserv,4.1,3.8k Reviews,Public,Pune + 450 more,13 years old,10000+ employees
8395,IndusInd Bank,3.6,3.7k Reviews,Public,Mumbai + 354 more,26 years old,10000+ employees
8396,Samsung,4.2,3.5k Reviews,Private,Seoul + 286 more,82 years old,10000+ employees
8397,Indian Army,4.7,3.4k Reviews,Govt agency,New Delhi + 192 more,125 years old,10000+ employees
8398,Mahindra & Mahindra,4.3,3.2k Reviews,Public,Mumbai + 275 more,75 years old,10000+ employees
8399,Ericsson,4.1,3.1k Reviews,Private,Stockholm + 110 more,144 years old,10000+ employees
8400,TCS,3.9,16.1k Reviews,Public,Mumbai + 156 more,52 years old,10000+ employees
8401,Accenture,4.0,14.1k Reviews,Private,Dublin + 87 more,31 years old,10000+ employees
8402,ICICI Bank,4.1,12.7k Reviews,Public,Mumbai + 724 more,26 years old,10000+ employees
8403,Cognizant,3.9,12.1k Reviews,Private,Teaneck + 44 more,26 years old,10000+ employees
8404,HDFC Bank,4.0,10.8k Reviews,Public,Mumbai + 689 more,26 years old,10000+ employees
8405,Infosys,3.9,10.8k Reviews,Public,Bangalore + 64 more,39 years old,10000+ employees
8406,L&T,4.1,10.2k Reviews,Public,Mumbai + 333 more,82 years old,10000+ employees
8407,Capgemini,3.3,9.6k Reviews,Private,Paris + 42 more,53 years old,10000+ employees
8408,Tech Mahindra,3.5,9.1k Reviews,Public,Pune + 138 more,34 years old,10000+ employees
8409,HCL Technologies,3.7,8.7k Reviews,Public,Noida + 106 more,14 years old,10000+ employees
8410,Tata Motors,4.1,8.3k Reviews,Public,Pune + 336 more,75 years old,10000+ employees
8411,IBM,4.0,8.2k Reviews,Private,New York + 69 more,109 years old,10000+ employees
8412,Reliance jio,4.0,7.9k Reviews,Public,Navi Mumbai + 587 more,10 years old,10000+ employees
8413,Genpact,4.0,7.6k Reviews,Private,New York + 31 more,23 years old,10000+ employees
8414,Axis Bank,4.0,7.6k Reviews,Public,Mumbai + 642 more,27 years old,10000+ employees
8415,Wipro,3.8,6.5k Reviews,Public,Bangalore + 115 more,75 years old,10000+ employees
8416,Concentrix Daksh Service...,4.0,6.2k Reviews,New Delhi + 35 more,21 years old,10000+ employees,
8417,Vodafone,4.3,5.9k Reviews,Public,Berkshire + 366 more,38 years old,10000+ employees
8418,HDB Financial Services,4.0,5.5k Reviews,Private,Ahmedabad + 433 more,13 years old,10000+ employees
8419,Bharti Airtel,4.2,5.4k Reviews,Public,New Delhi + 339 more,25 years old,10000+ employees
8420,Kotak Mahindra Bank,3.8,5.1k Reviews,Public,Mumbai + 344 more,17 years old,10000+ employees
8421,Amazon,4.2,4.8k Reviews,Private,Washington + 156 more,26 years old,10000+ employees
8422,Reliance,4.2,4.6k Reviews,Public,Mumbai + 206 more,54 years old,10000+ employees
8423,Hinduja Global Solutions,3.9,4.1k Reviews,Public,Bangalore + 73 more,20 years old,10000+ employees
8424,Bajaj Finserv,4.1,3.8k Reviews,Public,Pune + 450 more,13 years old,10000+ employees
8425,IndusInd Bank,3.6,3.7k Reviews,Public,Mumbai + 354 more,26 years old,10000+ employees
8426,Samsung,4.2,3.5k Reviews,Private,Seoul + 286 more,82 years old,10000+ employees
8427,Indian Army,4.7,3.4k Reviews,Govt agency,New Delhi + 192 more,125 years old,10000+ employees
8428,Mahindra & Mahindra,4.3,3.2k Reviews,Public,Mumbai + 275 more,75 years old,10000+ employees
8429,Ericsson,4.1,3.1k Reviews,Private,Stockholm + 110 more,144 years old,10000+ employees
8430,TCS,3.9,16.1k Reviews,Public,Mumbai + 156 more,52 years old,10000+ employees
8431,Accenture,4.0,14.1k Reviews,Private,Dublin + 87 more,31 years old,10000+ employees
8432,ICICI Bank,4.1,12.7k Reviews,Public,Mumbai + 724 more,26 years old,10000+ employees
8433,Cognizant,3.9,12.1k Reviews,Private,Teaneck + 44 more,26 years old,10000+ employees
8434,HDFC Bank,4.0,10.8k Reviews,Public,Mumbai + 689 more,26 years old,10000+ employees
8435,Infosys,3.9,10.8k Reviews,Public,Bangalore + 64 more,39 years old,10000+ employees
8436,L&T,4.1,10.2k Reviews,Public,Mumbai + 333 more,82 years old,10000+ employees
8437,Capgemini,3.3,9.6k Reviews,Private,Paris + 42 more,53 years old,10000+ employees
8438,Tech Mahindra,3.5,9.1k Reviews,Public,Pune + 138 more,34 years old,10000+ employees
8439,HCL Technologies,3.7,8.7k Reviews,Public,Noida + 106 more,14 years old,10000+ employees
8440,Tata Motors,4.1,8.3k Reviews,Public,Pune + 336 more,75 years old,10000+ employees
8441,IBM,4.0,8.2k Reviews,Private,New York + 69 more,109 years old,10000+ employees
8442,Reliance jio,4.0,7.9k Reviews,Public,Navi Mumbai + 587 more,10 years old,10000+ employees
8443,Genpact,4.0,7.6k Reviews,Private,New York + 31 more,23 years old,10000+ employees
8444,Axis Bank,4.0,7.6k Reviews,Public,Mumbai + 642 more,27 years old,10000+ employees
8445,Wipro,3.8,6.5k Reviews,Public,Bangalore + 115 more,75 years old,10000+ employees
8446,Concentrix Daksh Service...,4.0,6.2k Reviews,New Delhi + 35 more,21 years old,10000+ employees,
8447,Vodafone,4.3,5.9k Reviews,Public,Berkshire + 366 more,38 years old,10000+ employees
8448,HDB Financial Services,4.0,5.5k Reviews,Private,Ahmedabad + 433 more,13 years old,10000+ employees
8449,Bharti Airtel,4.2,5.4k Reviews,Public,New Delhi + 339 more,25 years old,10000+ employees
8450,Kotak Mahindra Bank,3.8,5.1k Reviews,Public,Mumbai + 344 more,17 years old,10000+ employees
8451,Amazon,4.2,4.8k Reviews,Private,Washington + 156 more,26 years old,10000+ employees
8452,Reliance,4.2,4.6k Reviews,Public,Mumbai + 206 more,54 years old,10000+ employees
8453,Hinduja Global Solutions,3.9,4.1k Reviews,Public,Bangalore + 73 more,20 years old,10000+ employees
8454,Bajaj Finserv,4.1,3.8k Reviews,Public,Pune + 450 more,13 years old,10000+ employees
8455,IndusInd Bank,3.6,3.7k Reviews,Public,Mumbai + 354 more,26 years old,10000+ employees
8456,Samsung,4.2,3.5k Reviews,Private,Seoul + 286 more,82 years old,10000+ employees
8457,Indian Army,4.7,3.4k Reviews,Govt agency,New Delhi + 192 more,125 years old,10000+ employees
8458,Mahindra & Mahindra,4.3,3.2k Reviews,Public,Mumbai + 275 more,75 years old,10000+ employees
8459,Ericsson,4.1,3.1k Reviews,Private,Stockholm + 110 more,144 years old,10000+ employees
8460,TCS,3.9,16.1k Reviews,Public,Mumbai + 156 more,52 years old,10000+ employees
8461,Accenture,4.0,14.1k Reviews,Private,Dublin + 87 more,31 years old,10000+ employees
8462,ICICI Bank,4.1,12.7k Reviews,Public,Mumbai + 724 more,26 years old,10000+ employees
8463,Cognizant,3.9,12.1k Reviews,Private,Teaneck + 44 more,26 years old,10000+ employees
8464,HDFC Bank,4.0,10.8k Reviews,Public,Mumbai + 689 more,26 years old,10000+ employees
8465,Infosys,3.9,10.8k Reviews,Public,Bangalore + 64 more,39 years old,10000+ employees
8466,L&T,4.1,10.2k Reviews,Public,Mumbai + 333 more,82 years old,10000+ employees
8467,Capgemini,3.3,9.6k Reviews,Private,Paris + 42 more,53 years old,10000+ employees
8468,Tech Mahindra,3.5,9.1k Reviews,Public,Pune + 138 more,34 years old,10000+ employees
8469,HCL Technologies,3.7,8.7k Reviews,Public,Noida + 106 more,14 years old,10000+ employees
8470,Tata Motors,4.1,8.3k Reviews,Public,Pune + 336 more,75 years old,10000+ employees
8471,IBM,4.0,8.2k Reviews,Private,New York + 69 more,109 years old,10000+ employees
8472,Reliance jio,4.0,7.9k Reviews,Public,Navi Mumbai + 587 more,10 years old,10000+ employees
8473,Genpact,4.0,7.6k Reviews,Private,New York + 31 more,23 years old,10000+ employees
8474,Axis Bank,4.0,7.6k Reviews,Public,Mumbai + 642 more,27 years old,10000+ employees
8475,Wipro,3.8,6.5k Reviews,Public,Bangalore + 115 more,75 years old,10000+ employees
8476,Concentrix Daksh Service...,4.0,6.2k Reviews,New Delhi + 35 more,21 years old,10000+ employees,
8477,Vodafone,4.3,5.9k Reviews,Public,Berkshire + 366 more,38 years old,10000+ employees
8478,HDB Financial Services,4.0,5.5k Reviews,Private,Ahmedabad + 433 more,13 years old,10000+ employees
8479,Bharti Airtel,4.2,5.4k Reviews,Public,New Delhi + 339 more,25 years old,10000+ employees
8480,Kotak Mahindra Bank,3.8,5.1k Reviews,Public,Mumbai + 344 more,17 years old,10000+ employees
8481,Amazon,4.2,4.8k Reviews,Private,Washington + 156 more,26 years old,10000+ employees
8482,Reliance,4.2,4.6k Reviews,Public,Mumbai + 206 more,54 years old,10000+ employees
8483,Hinduja Global Solutions,3.9,4.1k Reviews,Public,Bangalore + 73 more,20 years old,10000+ employees
8484,Bajaj Finserv,4.1,3.8k Reviews,Public,Pune + 450 more,13 years old,10000+ employees
8485,IndusInd Bank,3.6,3.7k Reviews,Public,Mumbai + 354 more,26 years old,10000+ employees
8486,Samsung,4.2,3.5k Reviews,Private,Seoul + 286 more,82 years old,10000+ employees
8487,Indian Army,4.7,3.4k Reviews,Govt agency,New Delhi + 192 more,125 years old,10000+ employees
8488,Mahindra & Mahindra,4.3,3.2k Reviews,Public,Mumbai + 275 more,75 years old,10000+ employees
8489,Ericsson,4.1,3.1k Reviews,Private,Stockholm + 110 more,144 years old,10000+ employees
8490,TCS,3.9,16.1k Reviews,Public,Mumbai + 156 more,52 years old,10000+ employees
8491,Accenture,4.0,14.1k Reviews,Private,Dublin + 87 more,31 years old,10000+ employees
8492,ICICI Bank,4.1,12.7k Reviews,Public,Mumbai + 724 more,26 years old,10000+ employees
8493,Cognizant,3.9,12.1k Reviews,Private,Teaneck + 44 more,26 years old,10000+ employees
8494,HDFC Bank,4.0,10.8k Reviews,Public,Mumbai + 689 more,26 years old,10000+ employees
8495,Infosys,3.9,10.8k Reviews,Public,Bangalore + 64 more,39 years old,10000+ employees
8496,L&T,4.1,10.2k Reviews,Public,Mumbai + 333 more,82 years old,10000+ employees
8497,Capgemini,3.3,9.6k Reviews,Private,Paris + 42 more,53 years old,10000+ employees
8498,Tech Mahindra,3.5,9.1k Reviews,Public,Pune + 138 more,34 years old,10000+ employees
8499,HCL Technologies,3.7,8.7k Reviews,Public,Noida + 106 more,14 years old,10000+ employees
8500,Tata Motors,4.1,8.3k Reviews,Public,Pune + 336 more,75 years old,10000+ employees
8501,IBM,4.0,8.2k Reviews,Private,New York + 69 more,109 years old,10000+ employees
8502,Reliance jio,4.0,7.9k Reviews,Public,Navi Mumbai + 587 more,10 years old,10000+ employees
8503,Genpact,4.0,7.6k Reviews,Private,New York + 31 more,23 years old,10000+ employees
8504,Axis Bank,4.0,7.6k Reviews,Public,Mumbai + 642 more,27 years old,10000+ employees
8505,Wipro,3.8,6.5k Reviews,Public,Bangalore + 115 more,75 years old,10000+ employees
8506,Concentrix Daksh Service...,4.0,6.2k Reviews,New Delhi + 35 more,21 years old,10000+ employees,
8507,Vodafone,4.3,5.9k Reviews,Public,Berkshire + 366 more,38 years old,10000+ employees
8508,HDB Financial Services,4.0,5.5k Reviews,Private,Ahmedabad + 433 more,13 years old,10000+ employees
8509,Bharti Airtel,4.2,5.4k Reviews,Public,New Delhi + 339 more,25 years old,10000+ employees
8510,Kotak Mahindra Bank,3.8,5.1k Reviews,Public,Mumbai + 344 more,17 years old,10000+ employees
8511,Amazon,4.2,4.8k Reviews,Private,Washington + 156 more,26 years old,10000+ employees
8512,Reliance,4.2,4.6k Reviews,Public,Mumbai + 206 more,54 years old,10000+ employees
8513,Hinduja Global Solutions,3.9,4.1k Reviews,Public,Bangalore + 73 more,20 years old,10000+ employees
8514,Bajaj Finserv,4.1,3.8k Reviews,Public,Pune + 450 more,13 years old,10000+ employees
8515,IndusInd Bank,3.6,3.7k Reviews,Public,Mumbai + 354 more,26 years old,10000+ employees
8516,Samsung,4.2,3.5k Reviews,Private,Seoul + 286 more,82 years old,10000+ employees
8517,Indian Army,4.7,3.4k Reviews,Govt agency,New Delhi + 192 more,125 years old,10000+ employees
8518,Mahindra & Mahindra,4.3,3.2k Reviews,Public,Mumbai + 275 more,75 years old,10000+ employees
8519,Ericsson,4.1,3.1k Reviews,Private,Stockholm + 110 more,144 years old,10000+ employees
8520,TCS,3.9,16.1k Reviews,Public,Mumbai + 156 more,52 years old,10000+ employees
8521,Accenture,4.0,14.1k Reviews,Private,Dublin + 87 more,31 years old,10000+ employees
8522,ICICI Bank,4.1,12.7k Reviews,Public,Mumbai + 724 more,26 years old,10000+ employees
8523,Cognizant,3.9,12.1k Reviews,Private,Teaneck + 44 more,26 years old,10000+ employees
8524,HDFC Bank,4.0,10.8k Reviews,Public,Mumbai + 689 more,26 years old,10000+ employees
8525,Infosys,3.9,10.8k Reviews,Public,Bangalore + 64 more,39 years old,10000+ employees
8526,L&T,4.1,10.2k Reviews,Public,Mumbai + 333 more,82 years old,10000+ employees
8527,Capgemini,3.3,9.6k Reviews,Private,Paris + 42 more,53 years old,10000+ employees
8528,Tech Mahindra,3.5,9.1k Reviews,Public,Pune + 138 more,34 years old,10000+ employees
8529,HCL Technologies,3.7,8.7k Reviews,Public,Noida + 106 more,14 years old,10000+ employees
8530,Tata Motors,4.1,8.3k Reviews,Public,Pune + 336 more,75 years old,10000+ employees
8531,IBM,4.0,8.2k Reviews,Private,New York + 69 more,109 years old,10000+ employees
8532,Reliance jio,4.0,7.9k Reviews,Public,Navi Mumbai + 587 more,10 years old,10000+ employees
8533,Genpact,4.0,7.6k Reviews,Private,New York + 31 more,23 years old,10000+ employees
8534,Axis Bank,4.0,7.6k Reviews,Public,Mumbai + 642 more,27 years old,10000+ employees
8535,Wipro,3.8,6.5k Reviews,Public,Bangalore + 115 more,75 years old,10000+ employees
8536,Concentrix Daksh Service...,4.0,6.2k Reviews,New Delhi + 35 more,21 years old,10000+ employees,
8537,Vodafone,4.3,5.9k Reviews,Public,Berkshire + 366 more,38 years old,10000+ employees
8538,HDB Financial Services,4.0,5.5k Reviews,Private,Ahmedabad + 433 more,13 years old,10000+ employees
8539,Bharti Airtel,4.2,5.4k Reviews,Public,New Delhi + 339 more,25 years old,10000+ employees
8540,Kotak Mahindra Bank,3.8,5.1k Reviews,Public,Mumbai + 344 more,17 years old,10000+ employees
8541,Amazon,4.2,4.8k Reviews,Private,Washington + 156 more,26 years old,10000+ employees
8542,Reliance,4.2,4.6k Reviews,Public,Mumbai + 206 more,54 years old,10000+ employees
8543,Hinduja Global Solutions,3.9,4.1k Reviews,Public,Bangalore + 73 more,20 years old,10000+ employees
8544,Bajaj Finserv,4.1,3.8k Reviews,Public,Pune + 450 more,13 years old,10000+ employees
8545,IndusInd Bank,3.6,3.7k Reviews,Public,Mumbai + 354 more,26 years old,10000+ employees
8546,Samsung,4.2,3.5k Reviews,Private,Seoul + 286 more,82 years old,10000+ employees
8547,Indian Army,4.7,3.4k Reviews,Govt agency,New Delhi + 192 more,125 years old,10000+ employees
8548,Mahindra & Mahindra,4.3,3.2k Reviews,Public,Mumbai + 275 more,75 years old,10000+ employees
8549,Ericsson,4.1,3.1k Reviews,Private,Stockholm + 110 more,144 years old,10000+ employees
8550,TCS,3.9,16.1k Reviews,Public,Mumbai + 156 more,52 years old,10000+ employees
8551,Accenture,4.0,14.1k Reviews,Private,Dublin + 87 more,31 years old,10000+ employees
8552,ICICI Bank,4.1,12.7k Reviews,Public,Mumbai + 724 more,26 years old,10000+ employees
8553,Cognizant,3.9,12.1k Reviews,Private,Teaneck + 44 more,26 years old,10000+ employees
8554,HDFC Bank,4.0,10.8k Reviews,Public,Mumbai + 689 more,26 years old,10000+ employees
8555,Infosys,3.9,10.8k Reviews,Public,Bangalore + 64 more,39 years old,10000+ employees
8556,L&T,4.1,10.2k Reviews,Public,Mumbai + 333 more,82 years old,10000+ employees
8557,Capgemini,3.3,9.6k Reviews,Private,Paris + 42 more,53 years old,10000+ employees
8558,Tech Mahindra,3.5,9.1k Reviews,Public,Pune + 138 more,34 years old,10000+ employees
8559,HCL Technologies,3.7,8.7k Reviews,Public,Noida + 106 more,14 years old,10000+ employees
8560,Tata Motors,4.1,8.3k Reviews,Public,Pune + 336 more,75 years old,10000+ employees
8561,IBM,4.0,8.2k Reviews,Private,New York + 69 more,109 years old,10000+ employees
8562,Reliance jio,4.0,7.9k Reviews,Public,Navi Mumbai + 587 more,10 years old,10000+ employees
8563,Genpact,4.0,7.6k Reviews,Private,New York + 31 more,23 years old,10000+ employees
8564,Axis Bank,4.0,7.6k Reviews,Public,Mumbai + 642 more,27 years old,10000+ employees
8565,Wipro,3.8,6.5k Reviews,Public,Bangalore + 115 more,75 years old,10000+ employees
8566,Concentrix Daksh Service...,4.0,6.2k Reviews,New Delhi + 35 more,21 years old,10000+ employees,
8567,Vodafone,4.3,5.9k Reviews,Public,Berkshire + 366 more,38 years old,10000+ employees
8568,HDB Financial Services,4.0,5.5k Reviews,Private,Ahmedabad + 433 more,13 years old,10000+ employees
8569,Bharti Airtel,4.2,5.4k Reviews,Public,New Delhi + 339 more,25 years old,10000+ employees
8570,Kotak Mahindra Bank,3.8,5.1k Reviews,Public,Mumbai + 344 more,17 years old,10000+ employees
8571,Amazon,4.2,4.8k Reviews,Private,Washington + 156 more,26 years old,10000+ employees
8572,Reliance,4.2,4.6k Reviews,Public,Mumbai + 206 more,54 years old,10000+ employees
8573,Hinduja Global Solutions,3.9,4.1k Reviews,Public,Bangalore + 73 more,20 years old,10000+ employees
8574,Bajaj Finserv,4.1,3.8k Reviews,Public,Pune + 450 more,13 years old,10000+ employees
8575,IndusInd Bank,3.6,3.7k Reviews,Public,Mumbai + 354 more,26 years old,10000+ employees
8576,Samsung,4.2,3.5k Reviews,Private,Seoul + 286 more,82 years old,10000+ employees
8577,Indian Army,4.7,3.4k Reviews,Govt agency,New Delhi + 192 more,125 years old,10000+ employees
8578,Mahindra & Mahindra,4.3,3.2k Reviews,Public,Mumbai + 275 more,75 years old,10000+ employees
8579,Ericsson,4.1,3.1k Reviews,Private,Stockholm + 110 more,144 years old,10000+ employees
8580,TCS,3.9,16.1k Reviews,Public,Mumbai + 156 more,52 years old,10000+ employees
8581,Accenture,4.0,14.1k Reviews,Private,Dublin + 87 more,31 years old,10000+ employees
8582,ICICI Bank,4.1,12.7k Reviews,Public,Mumbai + 724 more,26 years old,10000+ employees
8583,Cognizant,3.9,12.1k Reviews,Private,Teaneck + 44 more,26 years old,10000+ employees
8584,HDFC Bank,4.0,10.8k Reviews,Public,Mumbai + 689 more,26 years old,10000+ employees
8585,Infosys,3.9,10.8k Reviews,Public,Bangalore + 64 more,39 years old,10000+ employees
8586,L&T,4.1,10.2k Reviews,Public,Mumbai + 333 more,82 years old,10000+ employees
8587,Capgemini,3.3,9.6k Reviews,Private,Paris + 42 more,53 years old,10000+ employees
8588,Tech Mahindra,3.5,9.1k Reviews,Public,Pune + 138 more,34 years old,10000+ employees
8589,HCL Technologies,3.7,8.7k Reviews,Public,Noida + 106 more,14 years old,10000+ employees
8590,Tata Motors,4.1,8.3k Reviews,Public,Pune + 336 more,75 years old,10000+ employees
8591,IBM,4.0,8.2k Reviews,Private,New York + 69 more,109 years old,10000+ employees
8592,Reliance jio,4.0,7.9k Reviews,Public,Navi Mumbai + 587 more,10 years old,10000+ employees
8593,Genpact,4.0,7.6k Reviews,Private,New York + 31 more,23 years old,10000+ employees
8594,Axis Bank,4.0,7.6k Reviews,Public,Mumbai + 642 more,27 years old,10000+ employees
8595,Wipro,3.8,6.5k Reviews,Public,Bangalore + 115 more,75 years old,10000+ employees
8596,Concentrix Daksh Service...,4.0,6.2k Reviews,New Delhi + 35 more,21 years old,10000+ employees,
8597,Vodafone,4.3,5.9k Reviews,Public,Berkshire + 366 more,38 years old,10000+ employees
8598,HDB Financial Services,4.0,5.5k Reviews,Private,Ahmedabad + 433 more,13 years old,10000+ employees
8599,Bharti Airtel,4.2,5.4k Reviews,Public,New Delhi + 339 more,25 years old,10000+ employees
8600,Kotak Mahindra Bank,3.8,5.1k Reviews,Public,Mumbai + 344 more,17 years old,10000+ employees
8601,Amazon,4.2,4.8k Reviews,Private,Washington + 156 more,26 years old,10000+ employees
8602,Reliance,4.2,4.6k Reviews,Public,Mumbai + 206 more,54 years old,10000+ employees
8603,Hinduja Global Solutions,3.9,4.1k Reviews,Public,Bangalore + 73 more,20 years old,10000+ employees
8604,Bajaj Finserv,4.1,3.8k Reviews,Public,Pune + 450 more,13 years old,10000+ employees
8605,IndusInd Bank,3.6,3.7k Reviews,Public,Mumbai + 354 more,26 years old,10000+ employees
8606,Samsung,4.2,3.5k Reviews,Private,Seoul + 286 more,82 years old,10000+ employees
8607,Indian Army,4.7,3.4k Reviews,Govt agency,New Delhi + 192 more,125 years old,10000+ employees
8608,Mahindra & Mahindra,4.3,3.2k Reviews,Public,Mumbai + 275 more,75 years old,10000+ employees
8609,Ericsson,4.1,3.1k Reviews,Private,Stockholm + 110 more,144 years old,10000+ employees
8610,TCS,3.9,16.1k Reviews,Public,Mumbai + 156 more,52 years old,10000+ employees
8611,Accenture,4.0,14.1k Reviews,Private,Dublin + 87 more,31 years old,10000+ employees
8612,ICICI Bank,4.1,12.7k Reviews,Public,Mumbai + 724 more,26 years old,10000+ employees
8613,Cognizant,3.9,12.1k Reviews,Private,Teaneck + 44 more,26 years old,10000+ employees
8614,HDFC Bank,4.0,10.8k Reviews,Public,Mumbai + 689 more,26 years old,10000+ employees
8615,Infosys,3.9,10.8k Reviews,Public,Bangalore + 64 more,39 years old,10000+ employees
8616,L&T,4.1,10.2k Reviews,Public,Mumbai + 333 more,82 years old,10000+ employees
8617,Capgemini,3.3,9.6k Reviews,Private,Paris + 42 more,53 years old,10000+ employees
8618,Tech Mahindra,3.5,9.1k Reviews,Public,Pune + 138 more,34 years old,10000+ employees
8619,HCL Technologies,3.7,8.7k Reviews,Public,Noida + 106 more,14 years old,10000+ employees
8620,Tata Motors,4.1,8.3k Reviews,Public,Pune + 336 more,75 years old,10000+ employees
8621,IBM,4.0,8.2k Reviews,Private,New York + 69 more,109 years old,10000+ employees
8622,Reliance jio,4.0,7.9k Reviews,Public,Navi Mumbai + 587 more,10 years old,10000+ employees
8623,Genpact,4.0,7.6k Reviews,Private,New York + 31 more,23 years old,10000+ employees
8624,Axis Bank,4.0,7.6k Reviews,Public,Mumbai + 642 more,27 years old,10000+ employees
8625,Wipro,3.8,6.5k Reviews,Public,Bangalore + 115 more,75 years old,10000+ employees
8626,Concentrix Daksh Service...,4.0,6.2k Reviews,New Delhi + 35 more,21 years old,10000+ employees,
8627,Vodafone,4.3,5.9k Reviews,Public,Berkshire + 366 more,38 years old,10000+ employees
8628,HDB Financial Services,4.0,5.5k Reviews,Private,Ahmedabad + 433 more,13 years old,10000+ employees
8629,Bharti Airtel,4.2,5.4k Reviews,Public,New Delhi + 339 more,25 years old,10000+ employees
